id,nom,marque,caracteristiques,prix,API  prises en charge,Accessoires inclus,Affichage,Alimentation,Ancrable,Appareil d'entrée,Avertissement sur les couleurs de l'image,Batterie,Cache par processeur,Capteurs,Caractéristiques,Caractéristiques principales du processeur,Cartes mémoire flash prises en charge,Clavier,Clavier numérique,Contrôleur de stockage,Contrôleur graphique,Copilot+ PC,Couleur,Couleur du boîtier,Dimensions (LxPxH) - tablette,Disque dur,Débit d'absorption spécifique (DAS),Détails d'interface,Empreinte carbone,Fonctionnalités,Fonctions,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Horloge améliorée (OC),Horloge boostée,Indice de réparabilité,Intelligence Apple,Interface mémoire,Jeu,Localisation,Logiciel(s) inclus,Matériaux de terres rares,Microsoft Copilot,Moniteur,Moteur graphique,Mémoire,Mémoire cache,Mémoire interne,Mémoire vidéo,Nombre de boutons,Nombre maximum de moniteurs,Normes environnementales,Noyaux CUDA,Performances,Poids,Processeur,Programme de ventes par le fabricant,Prêt pour la réalité virtuelle,RAM,Réseau,Réseaux,Résolution,Résolution maximale,Rétroéclairage du clavier,Services inclus,Stockage,Stockage optique,Support,Système d'exploitation,Système d'exploitation fourni,Système d'exploitation requis,Sécurité,Technologie de Plate-forme,Technologie de connectivité,Technologie de détection de mouvements,Transmission à large bande sans fil,Type,Type d'emballage,Type de Produit,Type de bus,Type de tarification,Unité de traitement neural (NPU),Vitesse de la mémoire,Webcam intégrée
11830329,HP ProBook 4 G1i Notebook AI,HP INC,"Conception de charnière à 177 degrés - Intel Core Ultra 7 - 255U / jusqu'à 5.2 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - brochet argent aluminium - clavier : Français - avec HP Carbon Neutral Computing Services - To the Door Service for No",1329.0,,,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,Oui,,,,Brochet argent aluminium,,,,,,130 kg d'émissions de carbone,,"Capteur à effet Hall, HP Tamper Lock, capteur thermique, HP Sure Platform",,,,Intel Graphics,,,8.3 (sur 10),,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.74 kg,"Intel Core Ultra 7 (Série 2) - 255U / 2 GHz, jusqu'à 5.2 GHz / 12 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,HP Carbon Neutral Computing Services - To the Door Service for Notebooks,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11830296,HP EliteBook 6 G1i Notebook AI,HP INC,"Conception de charnière à 177 degrés - Intel Core Ultra 5 - 225U / jusqu'à 4.8 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 13.3"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - brochet argent aluminium - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",1319.0,,,"13.3"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,,,,,Brochet argent aluminium,,,,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, HP Tamper Lock, capteur thermique, HP Sure Platform",HP Wolf Pro Security Edition (1 an),,,Intel Graphics,,,,,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,ENERGY STAR,,,1.3 kg,Intel Core Ultra 5 (Série 2) - 225U jusqu'à 4.8 GHz / 12 Mo Cache,HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11830042,Dell Pro 16 Plus PB16250,DELL,"Intel Core Ultra 5 - 236V / jusqu'à 4.7 GHz - vPro Enterprise - Win 11 Pro - Arc Graphics 130V - 16 Go RAM - 512 Go SSD NVMe - 16"" IPS 1920 x 1200 (Full HD Plus) - NFC, Wi-Fi 7 - BTS - avec 1 an basique sur site",1097.61,,,"16"" WLED 1920 x 1200 / Full HD Plus @ 60 Hz - 142 ppi",,,,,3 cellules,,,,,,,Oui,,,Yes,,,,,,,97.9 kg d'émissions de carbone,,,,,,Intel Arc Graphics 130V - jusqu'à 53 TOPS,,,,,,,,,,,,,16 Go LPDDR5X (la mémoire fournie est soudée),,,,,,ENERGY STAR EPEAT Gold,,,1.85 kg,"Intel Core Ultra 5 (Série 2) - 236V / 2.1 GHz, jusqu'à 4.7 GHz / 8 Mo Cache",Dell Smart Selection,,,,"Bluetooth, NFC, 802.11a/b/g/n/ac/ax/be",,,Oui,1 an basique sur site,512 Go SSD - NVMe,,,Win 11 Pro,,,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Enterprise,,,,,,Ordinateur portable,,Build To Stock (BTS),Intel AI Boost - jusqu'à 40 TOPS,,Oui
11533137,Acer Extensa 15 EX215-57,ACER,"57 - Intel Core i5 - i5-1334U / jusqu'à 4.6 GHz - Win 11 Pro - Carte graphique Intel Iris Xe - 8 Go RAM - 512 Go SSD QLC - 15.6"" 1920 x 1080 (Full HD) - Wi-Fi 6 - Argent pur - clavier : Français",737.34,,,"15.6"" 1920 x 1080 / Full HD",,,,,,,,,,,Français,Oui,,,,Argent pur,,,,1.02 W/kg (head) ¦ 1.02 W/kg (body) ¦ 1.02 W/kg (membre),,,,,,,Garantie limitée - 2 ans ¦ Garantie pour voyageurs internationaux - 1 an,Carte graphique Intel Iris Xe,,,,,,,Région : France,,,,,,8 Go DDR5 (1 x 8 GB),,,,,,"TCO Certifié, génération 10, pour ordinateurs portables",,,1.8 kg,"Intel Core i5 (13ème génération) - i5-1334U / 1.3 GHz, jusqu'à 4.6 GHz / 12 Mo Cache",,,,,"Bluetooth, 802.11a/b/g/n/ac/ax",,,,,512 Go SSD - QLC,,,Win 11 Pro,,,,,,,,,,Ordinateur portable,,,,,Oui
10371633,HP EliteBook 860 G11 Notebook,HP INC,"Wolf Pro Security - Intel Core Ultra 5 - 125U / jusqu'à 4.8 GHz - vPro - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 16"" IPS 1920 x 1200 - Wi-Fi 6E, carte sans fil Bluetooth 5.3 - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",1589.0,,,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,Oui,,,,,,,,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, HP Tamper Lock, capteur thermique, capteur de couleur adaptatif",HP Wolf Pro Security Edition (1 an),,Garantie limitée - pièces et main d'oeuvre - 1 an ¦ Garantie limitée - batterie - 1 an,Intel Graphics,,,8.3 (sur 10),,,,Langue : français / région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,ENERGY STAR,,,1.72 kg,"Intel Core Ultra 5 (Série 1) - 125U / 1.3 GHz, jusqu'à 4.3 GHz / 12 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Platform,,,,,,Ordinateur portable - AI Ready,,,Intel AI Boost,,Oui
10447284,HP 255 G10 Notebook,HP INC,"AMD Ryzen 3 - 7330U / jusqu'à 4.3 GHz - Win 11 Home - Radeon Graphics - 8 Go RAM - 256 Go SSD NVMe - 15.6"" IPS 1920 x 1080 (Full HD) - Wi-Fi 6, Bluetooth - cendres argent sombre - clavier : Français",599.0,,,"15.6"" WLED 1920 x 1080 / Full HD @ 60 Hz",,,,,3 cellules,,,,,,Français,Oui,,,,Cendres argent sombre,,,,,,170 kg d'émissions de carbone,,,,,,AMD Radeon Graphics,,,6.5 (sur 10),,,,Langue : français / région : France,,,,,,8 Go DDR4 (1 x 8 GB),,,,,,ENERGY STAR,,,1.52 kg,"AMD Ryzen 3 7330U / 2.3 GHz, jusqu'à 4.3 GHz / 8 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.3",,,,,256 Go SSD - NVMe,,,Win 11 Home - Anglais/Français,,,,,,,,,,Ordinateur portable,,,,,Oui
10305680,Lenovo ThinkBook 16 G7 ARP 21MW,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen 5 - 7535HS / jusqu'à 4.55 GHz - Win 11 Pro - Radeon 660M - 16 Go RAM - 512 Go SSD NVMe - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - gris arctique - clavier : Français - avec 1 an de support Premier Lenovo",943.55,,,"16"" 1920 x 1200 / WUXGA @ 60 Hz",,,,,Jusqu'à 12.5 heures,,,,,,Français,Oui,,,,Gris arctique,,,,,,297 kg d'émissions de carbone,,,,,Garantie de base - 1 an - enlèvement et retour ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 660M,,,8.3 (sur 10),,,,Langue : français / région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold",,,1.7 kg,"AMD Ryzen 5 7535HS / 3.3 GHz, jusqu'à 4.55 GHz / 16 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",,,Oui,1 an de support Premier Lenovo,512 Go SSD - NVMe,,,Win 11 Pro - français,,,"Firmware Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,,,Oui
10400730,HP 240R G9 Notebook,HP INC,"Intel Core i3 - i3-1315U / jusqu'à 4.5 GHz - Win 11 Pro - UHD Graphics - 8 Go RAM - 256 Go SSD NVMe - 14"" IPS 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 6, Bluetooth - cendres argent sombre - clavier : Français",763.0,,,"14"" WLED 1920 x 1080 / Full HD @ 60 Hz",,,,,3 cellules - jusqu'à 8.75 heures,,,,,,Français,,,,,Cendres argent sombre,,,,,,,,,,,Garantie limitée - pièces et main d'oeuvre - 1 an ¦ Garantie limitée - batterie - 1 an,Intel UHD Graphics,,,7.7 (sur 10),,,,Langue : français / région : France,,,,,,8 Go DDR4 (1 x 8 Go (non accessible au client/améliorable)),,,,,,ENERGY STAR,,,1.47 kg,"Intel Core i3 (13ème génération) - i3-1315U / 1.2 GHz, jusqu'à 4.5 GHz / 10 Mo Cache",,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.3, Gigabit Ethernet",,,,,256 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11759560,MEDION E17223 MD62638,MEDION AG,"MEDION E17223 MD62638/Intel N100 6W SRMDM/SSD 128Go/4Go de RAM/Intel UHD Graphics/Intel Wifi AX101 + Bluetooth/Windows 11/Ecran 17,3"" pouces dalle FULL HD /pack office 365 offert pendant 1 an (inclus) !",290.83,,,"17.3"" 1920 x 1080 / Full HD",,,,,3 cellules,,,,,,Français,Oui,,,,Bleu galaxie,,,,,,,,,,,Garantie limitée - 2 ans,Intel UHD Graphics,,,,,,,,,,,,,4 Go DDR4 (1 x 4 Go),,,,,,,,,1.9 kg,Intel N-series N100 jusqu'à 3.4 GHz / 6 Mo Cache,,,,,"802.11a/b/g/n/ac/ax, Bluetooth",,,,,128 Go SSD,,,Win 11 Home in S mode,,,,,,,,,,Ordinateur portable,,,,,Oui
11848294,HP Laptop 17-cp2050nf,HP INC,"cp2050nf - AMD Ryzen 5 - 7520U / jusqu'à 4.3 GHz - Win 11 Home - Radeon Graphics - 16 Go RAM - 512 Go SSD NVMe - 17.3"" IPS 1600 x 900 (HD+) - Wi-Fi 6, Bluetooth - argent naturel, gris doux (clavier) - clavier : Français",539.1,,,"17.3"" 1600 x 900 / HD+",,,Application ImagePad,,3 cellules - jusqu'à 11.75 heures,,,,,,Français,Oui,,,,"Argent naturel, gris doux (clavier)",,,,,,140 kg d'émissions de carbone,,,,,Garantie limitée - pièces et main d'oeuvre - 1 an,AMD Radeon Graphics,,,5.8 (sur 10),,,,Langue : français / région : France,,,,,,16 Go LPDDR5 (la mémoire fournie est soudée),,,,,,ENERGY STAR EPEAT Gold,,,2.07 kg,"AMD Ryzen 5 7520U / 2.8 GHz, jusqu'à 4.3 GHz / 4 Mo Cache",,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.4",,,,,512 Go SSD - NVMe,,,Win 11 Home - Anglais/Français,,,,,,,,,,Ordinateur portable,,,,,Oui
11830279,HP EliteBook 6 G1i Notebook AI,HP INC,"Conception de charnière à 177 degrés - Intel Core Ultra 5 - 225U / jusqu'à 4.8 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - brochet argent aluminium - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",1309.0,,,"14"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,,,,,Brochet argent aluminium,,,,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, HP Tamper Lock, capteur thermique, HP Sure Platform",HP Wolf Pro Security Edition (1 an),,,Intel Graphics,,,8.5 (sur 10),,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,ENERGY STAR,,,1.4 kg,Intel Core Ultra 5 (Série 2) - 225U jusqu'à 4.8 GHz / 12 Mo Cache,HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
11493174,HP EliteBook 840 G7 Notebook (reconditionné),HP INC,"Intel Core i5 - 10310U / jusqu'à 4.4 GHz - Win 11 Pro - UHD Graphics - 16 Go RAM - 256 Go SSD NVMe - 14"" IPS HP SureView Reflect 1920 x 1080 (Full HD) - Wi-Fi 6 - clavier : Français - reconditionné certifié",709.0,,,"14"" WLED 1920 x 1080 / Full HD @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,,,,,,,,,,,,,"Détecteur de lumière ambiante, capteur à effet Hall",,,Garantie limitée - 1 an ¦ Garantie limitée - batterie - 1 an,Intel UHD Graphics,,,8.2 (sur 10),,,,Langue : français / région : France,,,,,,16 Go DDR4 (2 x 8 Go),,,,,,,,,1.33 kg,"Intel Core i5 (10ème génération) - 10310U / 1.7 GHz, jusqu'à 4.4 GHz / 6 Mo Cache",,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.0",,,Oui,,256 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 1.2) and firmware (TPM 2.0), lecteur d'empreintes digitales",,,,,,,Ordinateur portable,,Reconditionné certifié,,,Oui
8644005,Surface Go 4,MICROSOFT,"Tablette - Intel N-series - N200 / jusqu'à 3.7 GHz - Win 11 Pro - UHD Graphics - 8 Go RAM - 64 Go SSD - 10.5"" écran tactile 1920 x 1280 - Wi-Fi 6, NFC - platine",517.64,,,"10.5"" écran tactile 1920 x 1280 - 220 ppi",,Oui,,,Jusqu'à 12.5 heures,,,,,,,,,,,Platine,,,,,,,,"Accéléromètre, détecteur de lumière ambiante, magnétomètre, gyroscope",,,Garantie limitée - 1 an,Intel UHD Graphics,,,,,,,,,,,,,8 Go,,,,,,,,,521 g,"Intel N-series N200 / 1 GHz, jusqu'à 3.7 GHz",,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.1, NFC",,,,,64 Go SSD,,,Win 11 Pro,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Tablette - aucun clavier,,,,,Oui
11830275,HP EliteBook 8 G1i Notebook AI,HP INC,"Conception de charnière à 174 degrés - Intel Core Ultra 7 - 255U / jusqu'à 5.2 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - argent glacé - clavier : Français - avec HP Carbon Neutral Computing Services - Laptop Doorstep Service - avec HP Wolf Pro Security Editi",1599.0,,,"14"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,,,,,Argent glacé,,,,,,,,"Détecteur de lumière ambiante, capteur de couleur, capteur à effet Hall, HP Sure Platform, capteur thermique, HP Tamper Lock",HP Wolf Pro Security Edition (1 an),,,Intel Graphics,,,8.7 (sur 10),,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.39 kg,"Intel Core Ultra 7 (Série 2) - 255U / 2 GHz, jusqu'à 5.2 GHz / 12 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,HP Carbon Neutral Computing Services - Laptop Doorstep Service,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 174 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
8259646,Lenovo V15 G4 AMN 82YU,LENOVO,"AMD Ryzen 3 - 7320U / jusqu'à 4.1 GHz - Win 11 Pro - Radeon 610M - 8 Go RAM - 256 Go SSD NVMe - 15.6"" TN 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 5 - noir business - clavier : Français",532.96,,,"15.6"" 1920 x 1080 / Full HD",,,,,Jusqu'à 14.4 heures,,,,,,Français,Oui,,,,Noir business,,,,,,,,,,,Garantie limitée - 1 an - enlèvement et retour,AMD Radeon 610M,,,8 (sur 10),,,,Langue : français / région : France,,,,,,8 Go LPDDR5 (la mémoire fournie est soudée),,,,,,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Silver, EPEAT Climate+",,,1.65 kg,"AMD Ryzen 3 7320U / 2.4 GHz, jusqu'à 4.1 GHz / 4 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac, Bluetooth 5.0, Gigabit Ethernet",,,,,256 Go SSD - NVMe,,,Win 11 Pro - français,,,Firmware Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11533151,Acer Aspire Go 15 AG15-71P,ACER,"71P - Intel Core i5 - i5-1334U / jusqu'à 4.6 GHz - Win 11 Home - Carte graphique Intel Iris Xe - 16 Go RAM - 512 Go SSD QLC - 15.6"" 1920 x 1080 (Full HD) - Wi-Fi 6 - Argent pur - clavier : Français",559.0,,,"15.6"" 1920 x 1080 / Full HD",,,,,,,,,,,Français,Oui,,,,Argent pur,,,,1.02 W/kg (head) ¦ 1.02 W/kg (body) ¦ 1.02 W/kg (membre),,,,,,,Garantie limitée - 2 ans ¦ Garantie pour voyageurs internationaux - 1 an,Carte graphique Intel Iris Xe,,,,,,,Région : France,,,,,,16 Go DDR5 (1 x 16 GB),,,,,,,,,1.8 kg,"Intel Core i5 (13ème génération) - i5-1334U / 1.3 GHz, jusqu'à 4.6 GHz / 12 Mo Cache",,,,,"802.11a/b/g/n/ac/ax, Bluetooth",,,,,512 Go SSD - QLC,,,Win 11 Home,,,,,,,,,,Ordinateur portable,,,,,Oui
11853620,ASUS ExpertBook B1 B1503CVA-S74764X,ASUSTEK,"S74764X - Conception de charnière à 180 degrés - Intel Core 5 - 120U / jusqu'à 5 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 15.6"" 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 6, Bluetooth - gris",999.17,,,"15.6"" 1920 x 1080 / Full HD",,,,,3 cellules,,,,,,,Oui,,,,Gris,,,,,,,,,,,Garantie limitée - 2 ans - enlèvement et retour,Intel Graphics,,,9.5 (sur 10),,,,,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"TCO Certified Notebooks 9, TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.657 kg,"Intel Core 5 (Série 1) - 120U / 1.4 GHz, jusqu'à 5 GHz / 12 Mo Cache",,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.4, Gigabit Ethernet",,,Oui,,512 Go SSD - NVMe,,,Win 11 Pro,,,"Trusted Platform Module (TPM 2.0) with Microsoft Pluton Secured-core PC (Level 2) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 180 degrés,,,,,Oui
11830265,HP ProBook 4 G1a Notebook AI,HP INC,"Conception de charnière à 177 degrés - AMD Ryzen 5 - 230 / jusqu'à 4.9 GHz - Win 11 Pro - Radeon 760M - 16 Go RAM - 512 Go SSD NVMe - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - argent de brochet - clavier : Français - avec HP Carbon Neutral Computing Services - To the Door Service for Notebooks",1089.0,,,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,Oui,,,,Argent de brochet,,,,,,130 kg d'émissions de carbone,,"HP Sure Platform, capteur thermique, HP Tamper Lock, capteur à effet Hall",,,,AMD Radeon 760M,,,8.2 (sur 10),,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.75 kg,"AMD Ryzen 5 230 / 3.5 GHz, jusqu'à 4.9 GHz / 16 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",,,Oui,HP Carbon Neutral Computing Services - To the Door Service for Notebooks,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable - conception de charnière à 177 degrés,,,AMD Ryzen AI - jusqu'à 16 TOPS,,Oui
11763957,HP OmniBook 3 Laptop Next Gen AI 15-fn0020nf,HP INC,"fn0020nf - AMD Ryzen AI 7 - 350 / jusqu'à 5 GHz - Win 11 Home - Radeon 860M - 24 Go RAM - 512 Go SSD NVMe - 15.6"" IPS 1920 x 1080 (Full HD) - Wi-Fi 6, Bluetooth - argent glacé, gris doux (clavier) - clavier : Français",854.1,,,"15.6"" 1920 x 1080 / Full HD",,,,,3 cellules,,,,,,Français,Oui,,,Yes,"Argent glacé, gris doux (clavier)",,,,,,,,,,,,AMD Radeon 860M,,,,,,,Langue : français / région : France,,,,,,24 Go DDR5 (2 x 12 Go (non accessible au client/évolutif)),,,,,,ENERGY STAR EPEAT Gold,,,1.7 kg,AMD Ryzen AI 7 350 jusqu'à 5 GHz / 16 Mo Cache,,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.4",,,Oui,,512 Go SSD - NVMe,,,Win 11 Home - Anglais/Français,,,Lecteur d'empreintes digitales,,,,,,,Ordinateur portable,,,AMD Ryzen AI - jusqu'à 50 TOPS,,Oui
8259616,Lenovo V15 G4 AMN 82YU,LENOVO,"AMD Ryzen 5 - 7520U / jusqu'à 4.3 GHz - Win 11 Pro - Radeon 610M - 8 Go RAM - 256 Go SSD NVMe - 15.6"" TN 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 5 - noir business - clavier : Français",591.79,,,"15.6"" 1920 x 1080 / Full HD",,,,,Jusqu'à 14.4 heures,,,,,,Français,Oui,,,,Noir business,,,,,,,,,,,Garantie limitée - 1 an - enlèvement et retour,AMD Radeon 610M,,,7.6 (sur 10),,,,Langue : français / région : France,,,,,,8 Go LPDDR5 (la mémoire fournie est soudée),,,,,,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Silver, EPEAT Climate+",,,1.65 kg,"AMD Ryzen 5 7520U / 2.8 GHz, jusqu'à 4.3 GHz / 4 Mo Cache",Lenovo TopSeller,,,,"802.11a/b/g/n/ac, Bluetooth 5.0, Gigabit Ethernet",,,,,256 Go SSD - NVMe,,,Win 11 Pro - français,,,Firmware Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11830238,HP 250R G9 Notebook,HP INC,"Intel Core i5 - 1335U / jusqu'à 4.6 GHz - Win 11 Home - Carte graphique Intel Iris Xe - 8 Go RAM - 512 Go SSD NVMe - 15.6"" 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 6 - cendres argent sombre - clavier : Français",799.0,,,"15.6"" WLED 1920 x 1080 / Full HD @ 60 Hz",,,,,3 cellules,,,,,,Français,Oui,,,,Cendres argent sombre,,,,,,,,,,,,Carte graphique Intel Iris Xe,,,7.7 (sur 10),,,,Langue : français / région : France,,,,,,8 Go DDR4 (1 x 8 Go (non accessible au client/améliorable)),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.74 kg,"Intel Core i5 (13ème génération) - 1335U / 1.3 GHz, jusqu'à 4.6 GHz / 12 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax, Bluetooth 5.2, Gigabit Ethernet",,,,,512 Go SSD - NVMe,,,Win 11 Home - Anglais/Français,,,Trusted Platform Module (TPM 2.0) Security Chip,,,,,,,Ordinateur portable,,,,,Oui
11830325,HP EliteBook 8 G1i Notebook AI,HP INC,"Conception de charnière à 174 degrés - Intel Core Ultra 5 - 225U / jusqu'à 4.8 GHz - Win 11 Pro - Intel Graphics - 16 Go RAM - 512 Go SSD NVMe - 16"" IPS HP SureView 5 1920 x 1200 - Wi-Fi 7, Bluetooth - argent glacé - clavier : Français - avec HP Carbon Neutral Computing Services - Laptop Doorstep Service - avec HP Wolf Pro ",1779.0,,,"16"" WLED HP SureView 5 1920 x 1200 / WUXGA @ 60 Hz",,,ClickPad,,3 cellules,,,,,,Français,Oui,,,,Argent glacé,,,,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, HP Tamper Lock, capteur de couleur, capteur thermique, HP Sure Platform",HP Wolf Pro Security Edition (1 an),,,Intel Graphics,,,8.8 (sur 10),,,,Langue : français / région : France,,,Yes,,,16 Go DDR5 (1 x 16 GB),,,,,,"ENERGY STAR EPEAT Gold, EPEAT Climate+",,,1.69 kg,"Intel Core Ultra 5 (Série 2) - 225U / 1.5 GHz, jusqu'à 4.8 GHz / 12 Mo Cache",HP Smart Buy,,,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",,,Oui,HP Carbon Neutral Computing Services - Laptop Doorstep Service,512 Go SSD - NVMe,,,Win 11 Pro - Anglais/Français,,,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,,,,,Ordinateur portable - conception de charnière à 174 degrés,,,Intel AI Boost - jusqu'à 12 TOPS,,Oui
