id,nom,marque,caracteristiques,prix,Affichage,Agrafeuse,AirPrint activé,Alimentation,Assembleuse,Avertissement sur les couleurs de l'image,Balayage,Capacité de support standard,Capacité des bacs de sortie,Capacité du bac de dérivation,Capacité du chargeur de documents,Capacité max. du support,Capacité totale,Catégorie de résolution d'impression maximale,Catégorie de résolution de copie maximale,Certification Microsoft,Classe de taille de support,Codes à barres,Configuration requise,Couleur du boîtier,Cycle d'utilisation mensuel (maxi),Disponibilité de la connexion,Empileuse,Fonctionnalités de l'imprimante,Fonctions de l'article de bureau,Garantie du fabricant,Gestion des supports,Impression recto-verso automatique,Interface,Langage(s) d'impression,Localisation,Normes environnementales,Poids,Processeur,RAM installée (maximum),Relieuse,Réseaux,Résolution d'impression maximale,Résolution de reproduction maximale,Résolution maximum (N&B),Résolutions du télécopieur,Système de compression des données,Taille de l'écran de prévisualisation,Taille du support,Taille initiale,Taille max. du support,Taille maximum du support (personnalisée),Taille minimale du support (personnalisée),Technique d'amélioration de l'image,Technologie d'impression,Type d'imprimante,Type d'origine,Type de photocopieuse,Type de supports,Type de tarification,Type de télécopieur,Vitesse d'impression,Vitesse d'impression max.,Vitesse de reproduction maximale,Vitesse de transmission de télécopie maximale,Volume mensuel recommandé
7802084,Lexmark MX432adwe,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - A4/Legal (support) - jusqu'à 39 ppm (copie) - jusqu'à 40 ppm (impression) - 350 feuilles - 33.6 Kbits/s - Wi-Fi, Gigabit LAN, USB 2.0, hôte USB 2.0",720.3,"4.3""",,Oui,,,,600 x 600 ppp,350 feuilles,150 feuilles,100 feuilles,50 feuilles,900 feuilles,,Jusqu'à 2400 x 600 ppp,,,,,,,80000 pages,Oui,,,"Numérisation vers e-mail, numérisation vers réseau, numérisation vers FTP, numérisation vers PC",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"Wi-Fi, Gigabit LAN, USB 2.0, hôte USB 2.0",,,"EPEAT Silver, ENERGY STAR",13.61 kg,,,,,Jusqu'à 2400 x 600 ppp,,,,,,"Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",,,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 40 ppm,Jusqu'à 39 ppm,33.6 Kbits/s,800 - 8000 pages
5737127,HP LaserJet Enterprise MFP M636fh,HP INC,"Imprimante multifonctions - Noir et blanc - laser - 216 x 864 mm (original) - A4/Legal (support) - jusqu'à 71 ppm (copie) - jusqu'à 71 ppm (impression) - 650 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",3212.0,"8""",,Oui,CA 230 V (60Hz),,,600 x 600 ppp,650 feuilles,500 feuilles,100 feuilles,150 feuilles,3750 feuilles,,,Jusqu'à 600 x 600 ppp,,,,,,300000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, sauvegarde sur lecteur flash USB, numérisation vers e-mail, numériser vers un dossier, Hardware Integration Pocket, Hard Disk Drive Encryption, enregistrer vers le dossier réseau, technologie Instant-on, numérisation vers FTP, numérisation au format SharePoint, HP Auto-On/Auto-Off Technology, JetIntelligence Cartridge Technology, Instant-on Copy, Open Extensibility Platform (OXP), HP Quick Sets, Intrusion Detection with Red Balloon Security Technology, SureStart Secure Boot",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,"Anglais, allemand, français, italien / Suisse","EPEAT Silver, ENERGY STAR, Blue Angel",33.2 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"203 x 98 ppp, 203 x 196 ppp, 300 x 300 ppp, 203 x 392 ppp",,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",68 x 147 mm (min.) - 216 x 864 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, étiquettes, papier recyclé, papier, papier lourd, carte-copie, papier à grammage très élevé, papier à faible grammage, papier perforé, papier préimprimé, papier coloré, papier à en-tête",,Papier uni,,Jusqu'à 71 ppm,Jusqu'à 71 ppm,33.6 Kbits/s,5 000 - 30 000 pages
4443711,Lexmark CX921DE,LEXMARK,"Imprimante multifonctions - couleur - laser - 297 x 432 mm (original) - Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (support) - jusqu'à 35 ppm (copie) - jusqu'à 35 ppm (impression) - 1150 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",5188.06,"10""",,Oui,,,,600 x 600 ppp,1150 feuilles,250 feuilles,150 feuilles,100 feuilles,6650 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,200000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"ENERGY STAR, Blue Angel",108.5 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,"Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (maximum)",297 x 432 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, banderole, carte-copie",,Super G3 - papier uni,,Jusqu'à 35 ppm (mono)/jusqu'à 35 ppm (couleur),Jusqu'à 35 ppm (mono)/jusqu'à 35 ppm (couleur),33.6 Kbits/s,4000 - 20 000 pages
4443713,Lexmark CX923DTE,LEXMARK,"Imprimante multifonctions - couleur - laser - 297 x 432 mm (original) - Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (support) - jusqu'à 55 ppm (copie) - jusqu'à 55 ppm (impression) - 2150 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",8795.86,"10""",,Oui,,,,600 x 600 ppp,2150 feuilles,250 feuilles,150 feuilles,100 feuilles,5150 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,250000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"ENERGY STAR, Blue Angel",134.5 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,"Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (maximum)",297 x 432 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, banderole, carte-copie",,Super G3 - papier uni,,Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),33.6 Kbits/s,7 000 - 50 000 pages
4443854,Lexmark CX923DXE,LEXMARK,"Imprimante multifonctions - couleur - laser - 297 x 432 mm (original) - Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (support) - jusqu'à 55 ppm (copie) - jusqu'à 55 ppm (impression) - 3650 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",9516.16,"10""",,Oui,,,,600 x 600 ppp,3650 feuilles,250 feuilles,150 feuilles,100 feuilles,6650 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,250000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"ENERGY STAR, Blue Angel",134.5 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,"Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (maximum)",297 x 432 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, banderole, carte-copie",,Super G3 - papier uni,,Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),Jusqu'à 55 ppm (mono)/jusqu'à 55 ppm (couleur),33.6 Kbits/s,7 000 - 50 000 pages
4443856,Lexmark CX924DTE,LEXMARK,"Imprimante multifonctions - couleur - laser - 297 x 432 mm (original) - Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (support) - jusqu'à 65 ppm (copie) - jusqu'à 65 ppm (impression) - 2150 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",10524.16,"10""",,Oui,,,,600 x 600 ppp,2150 feuilles,250 feuilles,150 feuilles,100 feuilles,5150 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,275000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"ENERGY STAR, Blue Angel",134.5 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,"Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (maximum)",297 x 432 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, banderole, carte-copie",,Super G3 - papier uni,,Jusqu'à 65 ppm (mono)/jusqu'à 65 ppm (couleur),Jusqu'à 65 ppm (mono)/jusqu'à 65 ppm (couleur),33.6 Kbits/s,8000 - 50 000 pages
4443857,Lexmark CX924DXE,LEXMARK,"Imprimante multifonctions - couleur - laser - 297 x 432 mm (original) - Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (support) - jusqu'à 65 ppm (copie) - jusqu'à 65 ppm (impression) - 3650 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2.0",11242.36,"10""",,Oui,,,,600 x 600 ppp,3650 feuilles,250 feuilles,150 feuilles,100 feuilles,6650 feuilles,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,,275000 pages,Oui,,,"Sauvegarde sur lecteur flash USB, numérisation vers e-mail, numérisation vers FTP",1 an de garantie,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, hôte USB 2.0",,,"ENERGY STAR, Blue Angel",134.5 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),,,,,,"Tabloid Extra (305 x 457 mm), SRA3 (320 x 450 mm) (maximum)",297 x 432 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, banderole, carte-copie",,Super G3 - papier uni,,Jusqu'à 65 ppm (mono)/jusqu'à 65 ppm (couleur),Jusqu'à 65 ppm (mono)/jusqu'à 65 ppm (couleur),33.6 Kbits/s,8000 - 50 000 pages
6353337,HP LaserJet MFP M140w,HP INC,"Imprimante multifonctions - Noir et blanc - laser - Letter A (216 x 279 mm)/A4 (210 x 297 mm) (original) - A4/Letter (support) - jusqu'à 20 ppm (copie) - jusqu'à 20 ppm (impression) - 150 feuilles - USB 2.0, Wi-Fi(n), Bluetooth",156.0,,,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,150 feuilles,100 feuilles,,100 feuilles,150 feuilles,,,,,,,,,8000 pages,Oui,,,"Numérisation vers e-mail, HP Auto-On/Auto-Off Technology, impression à partir d'appareil mobile, numérisation vers PDF, imprimante à sécurité dynamique",1 an de garantie,,,"USB 2.0, Wi-Fi(n), Bluetooth LE",,"Anglais, allemand, français, italien, espagnol / Europe","ENERGY STAR, Blue Angel",5.39 kg,,,,,Jusqu'à 600 x 600 ppp,Jusqu'à 600 x 400 ppp,,,,,105 x 148 mm (min.) - 216 x 297 mm (maximum),Letter A (216 x 279 mm)/A4 (210 x 297 mm) (maximum),,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, étiquettes, cartes postales",,,,Jusqu'à 20 ppm,Jusqu'à 20 ppm,,100 - 1000 pages
1851676,Lexmark X862de 3,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - A3/Ledger (297 x 432 mm) (original) - A3/Ledger (support) - jusqu'à 45 ppm (copie) - jusqu'à 45 ppm (impression) - 1100 feuilles - USB 2.0, Gigabit LAN, hôte USB",8019.0,"9""",En option,,,En option,,600 x 600 ppp (600 x 300 ppp couleur),1100 feuilles,500 feuilles,100 feuilles,75 feuilles,5100 feuilles,,,,Compatible with Windows 7,,,,,200000 impressions,Oui,En option,,,1 an de garantie,,Oui (copie),"USB 2.0, Gigabit LAN, hôte USB",,,ENERGY STAR,76.7 kg,,,En option,,Jusqu'à 1200 x 1200 ppp,,,,,,"A3 (297 x 420 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",A3/Ledger (297 x 432 mm) (maximum),,,,,Laser (monochrome),,"Feuilles, manuels",Numérique,"Transparents, enveloppes, papier uni, cartes, étiquettes",,,,Jusqu'à 45 ppm,Jusqu'à 45 ppm,,
1851990,Lexmark X864de 3,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - A3/Ledger (297 x 432 mm) (original) - A3/Ledger (support) - jusqu'à 55 ppm (copie) - jusqu'à 55 ppm (impression) - 1100 feuilles - USB 2.0, Gigabit LAN, hôte USB",10162.0,"9""",En option,,,En option,,600 x 600 ppp (600 x 300 ppp couleur),1100 feuilles,500 feuilles,100 feuilles,75 feuilles,5100 feuilles,,,,Compatible with Windows 7,,,,,300000 impressions,Oui,En option,,,1 an de garantie,,Oui (copie),"USB 2.0, Gigabit LAN, hôte USB",,,ENERGY STAR,76.7 kg,,,En option,,Jusqu'à 1200 x 1200 ppp,,,,,,"A3 (297 x 420 mm), ANSI B (Ledger) (279 x 432 mm) (maximum)",A3/Ledger (297 x 432 mm) (maximum),,,,,Laser (monochrome),,"Feuilles, manuels",Numérique,"Transparents, enveloppes, papier uni, cartes, étiquettes",,,,Jusqu'à 55 ppm,Jusqu'à 55 ppm,,
7796258,Canon i-SENSYS MF267dw II,CANON,"SENSYS MF267dw II - Imprimante multifonctions - Noir et blanc - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 28 ppm (copie) - jusqu'à 28 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, LAN, Wi-Fi(n)",373.1,,,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,250 feuilles,50 feuilles,1 feuille,35 feuilles,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,,,,30000 pages,Oui,,,"Numérisation vers e-mail, numérisation vers PC, numériser vers le Cloud",,,Oui (copie) Oui (impression),"USB 2.0, LAN, Wi-Fi(n)",,,,12.9 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,"200 x 400 ppp, 200 x 200 ppp, 200 x 100 ppp",,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier, papier lourd",,Super G3 - papier uni,,Jusqu'à 28 ppm,Jusqu'à 28 ppm,33.6 Kbits/s,250 - 2 500 pages
9892931,Canon i-SENSYS MF842cdw,CANON,"SENSYS MF842cdw - Imprimante multifonctions - couleur - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 38 ppm (copie) - jusqu'à 38 ppm (impression) - 650 feuilles - 33.6 Kbits/s - USB 2.0, LAN, hôte USB, Wi-Fi",1348.13,"7""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,650 feuilles,200 feuilles,100 feuilles,100 feuilles,2300 feuilles,,,,,,,,,80000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numériser vers le Cloud, numérisation vers FTP, numérisation vers PC, iFAX, scan vers hôte USB, Push Scan, Pull Scan",,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, LAN, hôte USB, Wi-Fi",,,,41 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"200 x 100 ppp, 200 x 200 ppp, 200 x 400 ppp, 400 x 400 ppp",,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","48 x 128 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier couché, papier lourd, papier fin, cartes postales, papier coloré, papier préperforé",,Super G3 - papier uni,,Jusqu'à 38 ppm (mono)/jusqu'à 38 ppm (couleur),Jusqu'à 38 ppm (mono)/jusqu'à 38 ppm (couleur),33.6 Kbits/s,2000 pages
8266783,Canon i-SENSYS MF272dw,CANON,"SENSYS MF272dw - Imprimante multifonctions - Noir et blanc - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 29 ppm (copie) - jusqu'à 29 ppm (impression) - 150 feuilles - USB 2.0, LAN, Wi-Fi(n)",236.09,,,Oui,AC 220-240 V (50/60Hz),,,600 x 600 ppp,150 feuilles,50 feuilles,1 feuille,,,,,,,,,,,20000 pages,Oui,,,"Numérisation vers PC, numériser vers le Cloud, mode de point d'accès",1 an de garantie,,Oui (copie) Oui (impression),"USB 2.0, LAN, Wi-Fi(n)",,,,9 kg,,,,,Jusqu'à 2400 x 600 ppp,Jusqu'à 600 x 600 ppp,,,,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","76 x 127 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier, papier lourd, papier fin, cartes postales",,,,Jusqu'à 29 ppm,Jusqu'à 29 ppm,,150 - 2000 pages
5706427,Lexmark MX431adn,LEXMARK,"Imprimante multifonctions - Noir et blanc - laser - A4/Legal (support) - jusqu'à 39 ppm (copie) - jusqu'à 40 ppm (impression) - 350 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN",492.46,"2.8""",,,,,,,350 feuilles,150 feuilles,100 feuilles,50 feuilles,900 feuilles,,,,,,,,,80000 pages,Oui,,,"Scan vers boîtier, scanner vers Dropbox",1 an de garantie,,Oui (copie) Oui (numérisation),"USB 2.0, Gigabit LAN",,,"EPEAT Silver, ENERGY STAR",12.8 kg,,,,,Jusqu'à 600 x 600 ppp,,,,,,"Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",,,,,,Laser (monochrome),,Feuilles,,"Enveloppes, papier uni, étiquettes, carte-copie",,Super G3 - papier uni,,Jusqu'à 40 ppm,Jusqu'à 39 ppm,33.6 Kbits/s,800 - 8000 pages
4202990,Brother MFC-L9570CDW,BROTHER,"L9570CDW - Imprimante multifonctions - couleur - laser - 215.9 x 355.6 mm (original) - A4/Legal (support) - jusqu'à 31 ppm (copie) - jusqu'à 31 ppm (impression) - 300 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB, NFC",1119.0,"7""",,Oui,CA 230 V (50/60Hz),,,1 200 x 2 400 ppp,300 feuilles,150 feuilles,50 feuilles,80 feuilles,2380 feuilles,,,,,,,,,80000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numérisation vers FTP, numérisation au format SharePoint, numérisation vers OCR, scan vers hôte USB, numérisation vers serveur d'e-mail",1 an de garantie (France - 2 ans),,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB, NFC",,,"ENERGY STAR, Blue Angel",29.7 kg,,,,,Jusqu'à 2400 x 600 ppp (mono)/jusqu'à 2400 x 600 ppp (couleur),Jusqu'à 1200 x 600 ppp (mono)/jusqu'à 1200 x 600 ppp (couleur),,"203 x 98 ppp, 203 x 196 ppp, 203 x 392 ppp","MH, MR, MMR, JBIG",,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",215.9 x 355.6 mm (maximum),,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier, papier fin, papier épais, papier brillant",,Super G3 - papier uni,,Jusqu'à 31 ppm (mono)/jusqu'à 31 ppm (couleur),Jusqu'à 31 ppm (mono)/jusqu'à 31 ppm (couleur),33.6 Kbits/s,6000 pages
2295350,Canon i-SENSYS MF3010,CANON,Canon i-SENSYS MF3010 Photocopieuse / imprimante / scanner ( Noir et blanc ),190.61,,,,CA 230 V (50/60Hz),,,600 x 600 ppp,150 feuilles,100 feuilles,,,,,,,Compatible with Windows 7,,,,,8000 impressions,Oui,,,,,,,USB 2.0,,,ENERGY STAR,8.2 kg,,,,,Jusqu'à 1200 x 600 ppp,Jusqu'à 600 x 600 ppp,,,,,"76 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)",Largeur de 216 mm (maximum),,,,,Laser (monochrome),,Feuilles,,"Transparents, enveloppes, papier uni, cartes, étiquettes, papier recyclé, papier lourd",,,,Jusqu'à 18 ppm,Jusqu'à 18 ppm,,
8568915,Canon i-SENSYS MF463dw,CANON,"SENSYS MF463dw - Imprimante multifonctions - Noir et blanc - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 40 ppm (copie) - jusqu'à 40 ppm (impression) - 250 feuilles - USB 2.0, Gigabit LAN, Wi-Fi(n)",431.03,"5""",,Oui,CA 230 V (50/60Hz),,,600 x 600 ppp,250 feuilles,150 feuilles,100 feuilles,50 feuilles,900 feuilles,,,,,,,,,80000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, imprimer à partir du cloud, numérisation vers e-mail, numérisation vers PC, numérisation vers un lecteur USB, numérisation vers FTP, numériser vers le Cloud",,,Oui (copie) Oui (impression) Oui (numérisation),"USB 2.0, Gigabit LAN, Wi-Fi(n)",,,ENERGY STAR,16.3 kg,,,,,Jusqu'à 1200 x 1200 ppp,Jusqu'à 600 x 600 ppp,,,,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (monochrome),,Feuilles,,"Papier uni, papier recyclé, papier lourd, papier fin, étiquettes, cartes postales, enveloppes",,,,Jusqu'à 40 ppm,Jusqu'à 40 ppm,,750 - 4 000 pages
11919021,Canon i-SENSYS MF664Cdw,CANON,"SENSYS MF664Cdw - Imprimante multifonctions - couleur - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 25 ppm (copie) - jusqu'à 25 ppm (impression) - 300 feuilles - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",338.33,"5""",,Oui,AC 220-240 V (50/60Hz),,,600 x 600 ppp,300 feuilles,100 feuilles,1 feuille,50 feuilles,,,,,,,,,,30000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numériser vers le Cloud, numérisation vers un lecteur USB, numérisation vers FTP, scan vers hôte USB, Prise en charge de Dropbox, support Google Drive, Assistance OneDrive",,,Oui (copie) Oui (impression),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",,,ENERGY STAR,20.8 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,,,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","128 x 139.7 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier lourd, papier fin, papier brillant, cartes postales, papier coloré",,Papier uni,,Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),,250 - 2 500 pages
11919022,Canon i-SENSYS MF667Cdw,CANON,"SENSYS MF667Cdw - Imprimante multifonctions - couleur - laser - A4 (210 x 297 mm), Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 25 ppm (copie) - jusqu'à 25 ppm (impression) - 300 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",391.67,"5""",,Oui,AC 220-240 V (50/60Hz),,,600 x 600 ppp,300 feuilles,100 feuilles,1 feuille,50 feuilles,,,,,,,,,,30000 pages,Oui,,,"Impression à partir d'un lecteur flash USB, numérisation vers e-mail, numériser vers le Cloud, numérisation vers un lecteur USB, numérisation vers FTP, scan vers hôte USB, Prise en charge de Dropbox, support Google Drive, Assistance OneDrive",,,Oui (copie) Oui (impression),"USB 2.0, Gigabit LAN, Wi-Fi(n), hôte USB",,,ENERGY STAR,20.8 kg,,,,,Jusqu'à 1200 x 1200 ppp (mono)/jusqu'à 1200 x 1200 ppp (couleur),Jusqu'à 600 x 600 ppp (mono)/jusqu'à 600 x 600 ppp (couleur),,"200 x 100 ppp, 200 x 200 ppp, 200 x 400 ppp, 400 x 400 ppp",,,"76.2 x 127 mm (min.) - Legal (216 x 356 mm), A4 (210 x 297 mm) (maximum)","128 x 139.7 mm (min.) - A4 (210 x 297 mm), Legal (216 x 356 mm) (maximum)",,,,,Laser (couleur),,Feuilles,,"Enveloppes, papier uni, étiquettes, papier recyclé, papier lourd, papier fin, papier brillant, cartes postales, papier coloré",,Super G3 - papier uni,,Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),Jusqu'à 25 ppm (mono)/jusqu'à 25 ppm (couleur),33.6 Kbits/s,250 - 2 500 pages
